warehouse_id,region,product_id,quantity,transport_cost,transit_time_days,meets_service_target
GUT930,Canada,365,602.0,29999.815866536133,5,False
GUT930,Canada,1014,469.0,23371.949570440942,5,False
GUT930,Caribbean,24,14.0,713.2806473311816,5,False
GUT930,Caribbean,35,2.0,101.89723533302595,5,False
GUT930,Caribbean,37,53.0,2700.276736325188,5,False
GUT930,Caribbean,44,84.0,4279.68388398709,5,False
GUT930,Caribbean,93,45.0,2292.687794993084,5,False
GUT930,Caribbean,116,75.0,3821.1463249884728,5,False
GUT930,Caribbean,134,37.0,1885.09885366098,5,False
GUT930,Caribbean,135,80.0,4075.889413321038,5,False
GUT930,Caribbean,172,68.0,3464.506001322882,5,False
GUT930,Caribbean,216,4.0,203.7944706660519,5,False
GUT930,Caribbean,235,64.0,3260.7115306568303,5,False
GUT930,Caribbean,249,54.0,2751.2253539917006,5,False
GUT930,Caribbean,251,28.0,1426.5612946623633,5,False
GUT930,Caribbean,258,14.0,713.2806473311816,5,False
GUT930,Caribbean,273,43.0,2190.7905596600576,5,False
GUT930,Caribbean,276,91.0,4636.32420765268,5,False
GUT930,Caribbean,278,39.0,1986.996088994006,5,False
GUT930,Caribbean,282,40.0,2037.944706660519,5,False
GUT930,Caribbean,295,8.0,407.5889413321038,5,False
GUT930,Caribbean,305,4.0,203.7944706660519,5,False
GUT930,Caribbean,306,12.0,611.3834119981557,5,False
GUT930,Caribbean,311,2.0,101.89723533302595,5,False
GUT930,Caribbean,359,1.0,50.94861766651297,5,False
GUT930,Caribbean,365,5126.0,261162.6141585455,5,False
GUT930,Caribbean,564,47.0,2394.5850303261095,5,False
GUT930,Caribbean,565,83.0,4228.735266320577,5,False
GUT930,Caribbean,567,59.0,3005.968442324265,5,False
GUT930,Caribbean,572,57.0,2904.0712069912397,5,False
GUT930,Caribbean,625,4.0,203.7944706660519,5,False
GUT930,Caribbean,642,71.0,3617.351854322421,5,False
GUT930,Caribbean,646,8.0,407.5889413321038,5,False
GUT930,Caribbean,647,5.0,254.74308833256487,5,False
GUT930,Caribbean,652,4.0,203.7944706660519,5,False
GUT930,Caribbean,666,5.0,254.74308833256487,5,False
GUT930,Caribbean,671,7.0,356.6403236655908,5,False
GUT930,Caribbean,677,18.0,917.0751179972335,5,False
GUT930,Caribbean,691,5.0,254.74308833256487,5,False
GUT930,Caribbean,703,80.0,4075.889413321038,5,False
GUT930,Caribbean,715,2.0,101.89723533302595,5,False
GUT930,Caribbean,724,2.0,101.89723533302595,5,False
GUT930,Caribbean,728,64.0,3260.7115306568303,5,False
GUT930,Caribbean,730,12.0,611.3834119981557,5,False
GUT930,Caribbean,771,54.0,2751.2253539917006,5,False
GUT930,Caribbean,773,2.0,101.89723533302595,5,False
GUT930,Caribbean,777,23.0,1171.8182063297984,5,False
GUT930,Caribbean,778,88.0,4483.478354653142,5,False
GUT930,Caribbean,786,2.0,101.89723533302595,5,False
GUT930,Caribbean,797,46.0,2343.6364126595968,5,False
GUT930,Caribbean,804,94.0,4789.170060652219,5,False
GUT930,Caribbean,810,39.0,1986.996088994006,5,False
GUT930,Caribbean,818,74.0,3770.19770732196,5,False
GUT930,Caribbean,821,61.0,3107.8656776572916,5,False
GUT930,Caribbean,822,39.0,1986.996088994006,5,False
GUT930,Caribbean,823,61.0,3107.8656776572916,5,False
GUT930,Caribbean,825,47.0,2394.5850303261095,5,False
GUT930,Caribbean,828,68.0,3464.506001322882,5,False
GUT930,Caribbean,835,42.0,2139.841941993545,5,False
GUT930,Caribbean,885,28.0,1426.5612946623633,5,False
GUT930,Caribbean,886,54.0,2751.2253539917006,5,False
GUT930,Caribbean,893,35.0,1783.201618327954,5,False
GUT930,Caribbean,897,57.0,2904.0712069912397,5,False
GUT930,Caribbean,905,53.0,2700.276736325188,5,False
GUT930,Caribbean,906,80.0,4075.889413321038,5,False
GUT930,Caribbean,917,80.0,4075.889413321038,5,False
GUT930,Caribbean,977,81.0,4126.838030987551,5,False
GUT930,Caribbean,981,14.0,713.2806473311816,5,False
GUT930,Caribbean,982,2.0,101.89723533302595,5,False
GUT930,Caribbean,1014,4018.0,204711.5457840491,5,False
GUT930,Caribbean,1073,1046.0,53292.25407917257,5,False
GUT930,Central Africa,365,968.0,45000.92448956029,5,False
GUT930,Central Africa,1014,775.0,36028.63272666242,5,False
GUT930,Central America,1014,13724.0,826082.9262783368,6,False
GUT930,Central Asia,1014,282.0,17228.82431577966,6,False
GUT930,East Africa,1014,910.0,49249.33662196766,5,False
GUT930,East of USA,1014,819.0,66704.53855726458,8,False
GUT930,Northern Europe,364,7.0,554.5685512085713,8,False
GUT930,Northern Europe,845,12.0,950.6889449289795,8,False
GUT930,Northern Europe,982,11.0,871.4648661848978,8,False
GUT930,Northern Europe,1014,4353.0,344862.4147729873,8,False
GUT930,Oceania,1014,4146.0,217802.29539031957,5,False
GUT930,South America,1014,3169.0,221408.54070646747,7,False
GUT930,South Asia,37,60.0,2340.4242385044063,4,False
GUT930,South Asia,44,52.0,2028.3676733704856,4,False
GUT930,South Asia,93,40.0,1560.2828256696043,4,False
GUT930,South Asia,116,53.0,2067.3747440122256,4,False
GUT930,South Asia,134,56.0,2184.395955937446,4,False
GUT930,South Asia,135,70.0,2730.4949449218075,4,False
GUT930,South Asia,172,49.0,1911.3464614452653,4,False
GUT930,South Asia,235,50.0,1950.3535320870053,4,False
GUT930,South Asia,249,52.0,2028.3676733704856,4,False
GUT930,South Asia,273,37.0,1443.261613744384,4,False
GUT930,South Asia,276,68.0,2652.4808036383274,4,False
GUT930,South Asia,278,66.0,2574.466662354847,4,False
GUT930,South Asia,282,74.0,2886.523227488768,4,False
GUT930,South Asia,365,4010.0,156418.35327337784,4,False
GUT930,South Asia,564,60.0,2340.4242385044063,4,False
GUT930,South Asia,565,91.0,3549.64342839835,4,False
GUT930,South Asia,567,59.0,2301.4171678626662,4,False
GUT930,South Asia,572,46.0,1794.325249520045,4,False
GUT930,South Asia,642,43.0,1677.3040375948246,4,False
GUT930,South Asia,703,53.0,2067.3747440122256,4,False
GUT930,South Asia,728,94.0,3666.66464032357,4,False
GUT930,South Asia,771,59.0,2301.4171678626662,4,False
GUT930,South Asia,778,95.0,3705.67171096531,4,False
GUT930,South Asia,792,36.0,1404.2545431026438,4,False
GUT930,South Asia,793,32.0,1248.2262605356834,4,False
GUT930,South Asia,797,52.0,2028.3676733704856,4,False
GUT930,South Asia,804,104.0,4056.735346740971,4,False
GUT930,South Asia,810,77.0,3003.544439413988,4,False
GUT930,South Asia,818,54.0,2106.3818146539656,4,False
GUT930,South Asia,821,50.0,1950.3535320870053,4,False
GUT930,South Asia,822,45.0,1755.3181788783047,4,False
GUT930,South Asia,823,66.0,2574.466662354847,4,False
GUT930,South Asia,825,91.0,3549.64342839835,4,False
GUT930,South Asia,828,87.0,3393.6151458313893,4,False
GUT930,South Asia,835,60.0,2340.4242385044063,4,False
GUT930,South Asia,885,104.0,4056.735346740971,4,False
GUT930,South Asia,886,60.0,2340.4242385044063,4,False
GUT930,South Asia,893,36.0,1404.2545431026438,4,False
GUT930,South Asia,897,68.0,2652.4808036383274,4,False
GUT930,South Asia,905,35.0,1365.2474724609037,4,False
GUT930,South Asia,906,57.0,2223.403026579186,4,False
GUT930,South Asia,917,68.0,2652.4808036383274,4,False
GUT930,South Asia,924,61.0,2379.4313091461463,4,False
GUT930,South Asia,926,36.0,1404.2545431026438,4,False
GUT930,South Asia,977,63.0,2457.445450429627,4,False
GUT930,South Asia,1014,2939.0,114641.78061607417,4,False
GUT930,South Asia,1073,821.0,32024.80499686863,4,False
GUT930,South Asia,1346,21.0,819.1484834765422,4,False
GUT930,South Asia,1347,22.0,858.1555541182823,4,False
GUT930,South Asia,1349,4.0,156.02828256696043,4,False
GUT930,South Asia,1350,29.0,1131.205048610463,4,False
GUT930,South Asia,1351,19.0,741.134342193062,4,False
GUT930,South Asia,1352,45.0,1755.3181788783047,4,False
GUT930,South Asia,1353,90.0,3510.6363577566094,4,False
GUT930,South Asia,1354,64.0,2496.452521071367,4,False
GUT930,South Asia,1355,121.0,4719.855547650553,4,False
GUT930,South Asia,1356,122.0,4758.862618292293,4,False
GUT930,South Asia,1357,63.0,2457.445450429627,4,False
GUT930,South Asia,1358,135.0,5265.954536634915,4,False
GUT930,South Asia,1359,106.0,4134.749488024451,4,False
GUT930,South Asia,1360,111.0,4329.784841233152,4,False
GUT930,South Asia,1362,272.0,10609.92321455331,4,False
GUT930,South Asia,1363,198.0,7723.399987064541,4,False
GUT930,South of  USA ,37,45.0,1615.6667013468298,4,False
GUT930,South of  USA ,44,28.0,1005.3037252824719,4,False
GUT930,South of  USA ,93,18.0,646.2666805387319,4,False
GUT930,South of  USA ,116,30.0,1077.11113423122,4,False
GUT930,South of  USA ,134,54.0,1938.8000416161958,4,False
GUT930,South of  USA ,135,33.0,1184.822247654342,4,False
GUT930,South of  USA ,172,29.0,1041.2074297568458,4,False
GUT930,South of  USA ,235,35.0,1256.6296566030899,4,False
GUT930,South of  USA ,249,29.0,1041.2074297568458,4,False
GUT930,South of  USA ,273,29.0,1041.2074297568458,4,False
GUT930,South of  USA ,276,22.0,789.881498436228,4,False
GUT930,South of  USA ,278,23.0,825.7852029106019,4,False
GUT930,South of  USA ,282,39.0,1400.2444745005857,4,False
GUT930,South of  USA ,365,2435.0,87425.52039510068,4,False
GUT930,South of  USA ,564,45.0,1615.6667013468298,4,False
GUT930,South of  USA ,565,40.0,1436.1481789749598,4,False
GUT930,South of  USA ,567,25.0,897.5926118593499,4,False
GUT930,South of  USA ,572,43.0,1543.8592923980818,4,False
GUT930,South of  USA ,642,40.0,1436.1481789749598,4,False
GUT930,South of  USA ,703,23.0,825.7852029106019,4,False
GUT930,South of  USA ,728,45.0,1615.6667013468298,4,False
GUT930,South of  USA ,771,52.0,1866.9926326674477,4,False
GUT930,South of  USA ,778,42.0,1507.9555879237078,4,False
GUT930,South of  USA ,792,28.0,1005.3037252824719,4,False
GUT930,South of  USA ,793,36.0,1292.5333610774637,4,False
GUT930,South of  USA ,797,42.0,1507.9555879237078,4,False
GUT930,South of  USA ,804,14.0,502.65186264123594,4,False
GUT930,South of  USA ,810,28.0,1005.3037252824719,4,False
GUT930,South of  USA ,818,45.0,1615.6667013468298,4,False
GUT930,South of  USA ,821,26.0,933.4963163337238,4,False
GUT930,South of  USA ,822,32.0,1148.9185431799679,4,False
GUT930,South of  USA ,823,32.0,1148.9185431799679,4,False
GUT930,South of  USA ,825,36.0,1292.5333610774637,4,False
GUT930,South of  USA ,828,49.0,1759.2815192443259,4,False
