warehouse_id,product_id,stocked,flow_capacity
GUT930,24,1,6256.8
GUT930,37,1,6230.400000000001
GUT930,61,1,2217.6000000000004
GUT930,116,1,1267.2
GUT930,127,1,2151.6000000000004
GUT930,134,1,3326.4
GUT930,135,1,5042.400000000001
GUT930,172,1,6375.6
GUT930,191,1,3194.4
GUT930,216,1,2745.6000000000004
GUT930,235,1,6019.200000000001
GUT930,249,1,1795.2
GUT930,251,1,7735.200000000001
GUT930,258,1,3709.2000000000003
GUT930,282,1,1689.6000000000001
GUT930,295,1,2428.8
GUT930,305,1,3775.2000000000003
GUT930,359,1,2560.8
GUT930,364,1,3788.4
GUT930,403,1,4118.400000000001
GUT930,502,1,2996.4
GUT930,567,1,3511.2000000000003
GUT930,572,1,7563.6
GUT930,627,1,6243.6
GUT930,646,1,3049.2000000000003
GUT930,647,1,2904.0000000000005
GUT930,652,1,778.8000000000001
GUT930,671,1,3590.4
GUT930,677,1,6494.400000000001
GUT930,691,1,2019.6000000000001
GUT930,715,1,3920.4
GUT930,730,1,6916.8
GUT930,768,1,2046.0000000000002
GUT930,771,1,2085.6000000000004
GUT930,775,1,5398.8
GUT930,786,1,1782.0000000000002
GUT930,792,1,4369.200000000001
GUT930,793,1,2362.8
GUT930,810,1,2758.8
GUT930,818,1,3920.4
GUT930,822,1,5557.200000000001
GUT930,823,1,3339.6000000000004
GUT930,828,1,6045.6
GUT930,845,1,4237.200000000001
GUT930,885,1,9490.800000000001
GUT930,897,1,4210.8
GUT930,906,1,5412.0
GUT930,957,1,1636.8000000000002
GUT930,977,1,2521.2000000000003
GUT930,1004,1,3115.2000000000003
GUT930,1059,1,2019.6000000000001
GUT930,1346,1,4910.400000000001
GUT930,1348,1,950.4000000000001
GUT930,1350,1,6058.8
GUT930,1352,1,5346.0
GUT930,1355,1,4620.0
GUT930,1356,1,3036.0000000000005
GUT930,1358,1,4897.200000000001
GUT930,1360,1,3775.2000000000003
GUT930,1361,1,5504.400000000001
GUT930,1362,1,2428.8
AXW291,37,1,3088.8
AXW291,44,1,1518.0000000000002
AXW291,93,1,4356.0
AXW291,116,1,4791.6
AXW291,134,1,2851.2000000000003
AXW291,135,1,5662.8
AXW291,172,1,7563.6
AXW291,249,1,2547.6000000000004
AXW291,273,1,3960.0000000000005
AXW291,276,1,3313.2000000000003
AXW291,278,1,369.6
AXW291,282,1,448.8
AXW291,295,1,3379.2000000000003
AXW291,365,1,3511.2000000000003
AXW291,502,1,2626.8
AXW291,567,1,1636.8000000000002
AXW291,572,1,6006.000000000001
AXW291,703,1,3484.8
AXW291,771,1,2455.2000000000003
AXW291,818,1,5940.000000000001
AXW291,821,1,2283.6000000000004
AXW291,823,1,3616.8
AXW291,825,1,2376.0
AXW291,885,1,2600.4
AXW291,886,1,3801.6000000000004
AXW291,893,1,6877.200000000001
AXW291,897,1,5068.8
AXW291,906,1,1623.6000000000001
AXW291,917,1,7273.200000000001
AXW291,924,1,1729.2
AXW291,926,1,1438.8000000000002
AXW291,957,1,2138.4
AXW291,977,1,1029.6000000000001
AXW291,981,1,1531.2
AXW291,1004,1,2838.0000000000005
AXW291,1014,1,7708.8
NXH382,19,1,3181.2000000000003
NXH382,24,1,5636.400000000001
NXH382,37,1,4791.6
NXH382,44,1,3075.6000000000004
NXH382,78,1,2178.0
NXH382,134,1,1478.4
NXH382,135,1,2415.6000000000004
NXH382,249,1,3154.8
NXH382,273,1,2468.4
NXH382,276,1,6494.400000000001
NXH382,278,1,528.0
NXH382,282,1,950.4000000000001
NXH382,305,1,4620.0
NXH382,306,1,2310.0
NXH382,359,1,4078.8
NXH382,403,1,5979.6
NXH382,572,1,7246.8
NXH382,646,1,3432.0000000000005
NXH382,647,1,5504.400000000001
NXH382,652,1,1821.6000000000001
NXH382,671,1,3630.0000000000005
NXH382,703,1,1821.6000000000001
NXH382,705,1,3075.6000000000004
NXH382,724,1,3933.6000000000004
NXH382,725,1,1544.4
NXH382,778,1,3841.2000000000003
NXH382,797,1,3141.6000000000004
NXH382,804,1,3841.2000000000003
NXH382,810,1,1174.8000000000002
NXH382,818,1,6256.8
NXH382,821,1,5042.400000000001
NXH382,823,1,2996.4
NXH382,825,1,6283.200000000001
NXH382,885,1,3471.6000000000004
NXH382,893,1,4976.400000000001
NXH382,897,1,3207.6000000000004
NXH382,905,1,9596.400000000001
NXH382,917,1,6349.200000000001
NXH382,924,1,2640.0
NXH382,926,1,3009.6000000000004
NXH382,977,1,2983.2000000000003
NXH382,1004,1,1980.0000000000002
NXH382,1014,1,2560.8
NXH382,1073,1,8289.6
NXH382,1347,1,5874.000000000001
NXH382,1350,1,3801.6000000000004
NXH382,1351,1,4818.0
NXH382,1353,1,5504.400000000001
NXH382,1354,1,2376.0
NXH382,1356,1,831.6
NXH382,1362,1,3009.6000000000004
NXH382,1363,1,1584.0000000000002
FLR025,24,1,8104.800000000001
FLR025,37,1,7471.200000000001
FLR025,44,1,1333.2
FLR025,60,1,2270.4
FLR025,78,1,4039.2000000000003
FLR025,93,1,5082.0
FLR025,134,1,3366.0000000000005
FLR025,135,1,8065.200000000001
FLR025,191,1,2296.8
FLR025,216,1,2692.8
FLR025,226,1,5557.200000000001
FLR025,235,1,5940.000000000001
FLR025,249,1,2019.6000000000001
FLR025,273,1,3339.6000000000004
FLR025,276,1,3550.8
FLR025,278,1,2072.4
FLR025,295,1,2508.0
FLR025,305,1,4342.8
FLR025,306,1,2613.6000000000004
FLR025,311,1,3550.8
FLR025,359,1,3630.0000000000005
FLR025,365,1,3458.4
FLR025,403,1,3894.0000000000005
FLR025,502,1,3102.0000000000005
FLR025,564,1,3511.2000000000003
FLR025,565,1,5491.200000000001
FLR025,572,1,6837.6
FLR025,607,1,5346.0
FLR025,625,1,3445.2000000000003
FLR025,642,1,1557.6000000000001
FLR025,646,1,4118.400000000001
FLR025,647,1,3498.0000000000005
FLR025,666,1,4316.400000000001
FLR025,671,1,1716.0000000000002
FLR025,677,1,7880.400000000001
FLR025,691,1,2244.0
FLR025,703,1,5055.6
FLR025,705,1,3471.6000000000004
FLR025,724,1,1610.4
FLR025,730,1,6151.200000000001
FLR025,743,1,6520.8
FLR025,771,1,2785.2000000000003
FLR025,777,1,1372.8000000000002
FLR025,778,1,5346.0
FLR025,786,1,1504.8000000000002
FLR025,792,1,11972.400000000001
FLR025,793,1,2758.8
FLR025,797,1,8223.6
FLR025,804,1,1478.4
FLR025,810,1,4791.6
FLR025,818,1,3960.0000000000005
FLR025,821,1,3590.4
FLR025,822,1,3603.6000000000004
FLR025,823,1,1240.8000000000002
FLR025,825,1,7207.200000000001
