warehouse_id,region,product_id,quantity,transport_cost,transit_time_days,meets_service_target
GUT930,Canada,365,602.0,27272.55987866921,5,False
GUT930,Caribbean,24,14.0,648.436952119256,5,False
GUT930,Caribbean,35,2.0,92.63385030275086,5,False
GUT930,Caribbean,44,84.0,3890.621712715536,5,False
GUT930,Caribbean,216,4.0,185.26770060550172,5,False
GUT930,Caribbean,251,28.0,1296.873904238512,5,False
GUT930,Caribbean,258,14.0,648.436952119256,5,False
GUT930,Caribbean,295,8.0,370.53540121100343,5,False
GUT930,Caribbean,305,4.0,185.26770060550172,5,False
GUT930,Caribbean,306,12.0,555.8031018165052,5,False
GUT930,Caribbean,311,2.0,92.63385030275086,5,False
GUT930,Caribbean,359,1.0,46.31692515137543,5,False
GUT930,Caribbean,365,5126.0,237420.55832595043,5,False
GUT930,Caribbean,565,83.0,3844.3047875641605,5,False
GUT930,Caribbean,625,4.0,185.26770060550172,5,False
GUT930,Caribbean,646,8.0,370.53540121100343,5,False
GUT930,Caribbean,647,5.0,231.58462575687713,5,False
GUT930,Caribbean,652,4.0,185.26770060550172,5,False
GUT930,Caribbean,666,5.0,231.58462575687713,5,False
GUT930,Caribbean,671,7.0,324.218476059628,5,False
GUT930,Caribbean,677,18.0,833.7046527247577,5,False
GUT930,Caribbean,691,5.0,231.58462575687713,5,False
GUT930,Caribbean,715,2.0,92.63385030275086,5,False
GUT930,Caribbean,724,2.0,92.63385030275086,5,False
GUT930,Caribbean,728,64.0,2964.2832096880275,5,False
GUT930,Caribbean,730,12.0,555.8031018165052,5,False
GUT930,Caribbean,773,2.0,92.63385030275086,5,False
GUT930,Caribbean,777,23.0,1065.289278481635,5,False
GUT930,Caribbean,786,2.0,92.63385030275086,5,False
GUT930,Caribbean,821,61.0,2825.332434233901,5,False
GUT930,Caribbean,981,14.0,648.436952119256,5,False
GUT930,Caribbean,982,2.0,92.63385030275086,5,False
GUT930,Caribbean,1073,1046.0,48447.5037083387,5,False
GUT930,Central Africa,44,18.0,760.7218640233708,5,False
GUT930,Central Africa,365,968.0,40909.93135414572,5,False
GUT930,Central Africa,1014,775.0,32753.302478784022,5,False
GUT930,Central Africa,1073,206.0,8706.039110489688,5,False
GUT930,Central Asia,1073,57.0,3165.838123789299,6,False
GUT930,East Africa,44,21.0,1033.2028661951258,5,False
GUT930,East Africa,1073,247.0,12152.433711914098,5,False
GUT930,Northern Europe,364,7.0,504.15322837142844,8,False
GUT930,Northern Europe,773,8.0,576.1751181387754,8,False
GUT930,Northern Europe,845,12.0,864.262677208163,8,False
GUT930,Northern Europe,982,11.0,792.2407874408161,8,False
GUT930,Oceania,44,32.0,1528.2360769394872,5,False
GUT930,Oceania,1073,1075.0,51339.1807096859,5,False
GUT930,Oceania,1363,95.0,4536.950853414102,5,False
GUT930,South Asia,44,52.0,1843.9706121549866,4,False
GUT930,South Asia,278,66.0,2340.4242385044063,4,False
GUT930,South Asia,365,4010.0,142198.502975798,4,False
GUT930,South Asia,565,91.0,3226.9485712712267,4,False
GUT930,South Asia,572,46.0,1631.2047722909497,4,False
GUT930,South Asia,728,94.0,3333.331491203245,4,False
GUT930,South Asia,818,54.0,1914.8925587763322,4,False
GUT930,South Asia,821,50.0,1773.048665533641,4,False
GUT930,South Asia,822,45.0,1595.743798980277,4,False
GUT930,South Asia,957,124.0,4397.160690523429,4,False
GUT930,South Asia,1014,2939.0,104219.80056006742,4,False
GUT930,South Asia,1073,821.0,29113.459088062384,4,False
GUT930,South Asia,1347,22.0,780.141412834802,4,False
GUT930,South Asia,1349,4.0,141.84389324269128,4,False
GUT930,South Asia,1350,29.0,1028.3682260095118,4,False
GUT930,South Asia,1351,19.0,673.7584929027836,4,False
GUT930,South Asia,1352,45.0,1595.743798980277,4,False
GUT930,South Asia,1353,90.0,3191.487597960554,4,False
GUT930,South Asia,1354,64.0,2269.5022918830605,4,False
GUT930,South Asia,1355,121.0,4290.777770591411,4,False
GUT930,South Asia,1356,122.0,4326.238743902084,4,False
GUT930,South Asia,1357,63.0,2234.041318572388,4,False
GUT930,South Asia,1358,135.0,4787.231396940831,4,False
GUT930,South Asia,1359,106.0,3758.863170931319,4,False
GUT930,South Asia,1360,111.0,3936.168037484683,4,False
GUT930,South Asia,1363,198.0,7021.272715513218,4,False
