warehouse_id,region,product_id,quantity,transport_cost,transit_time_days,meets_service_target
GUT930,Canada,365,602.0,24545.30389080229,5,False
GUT930,Canada,1014,469.0,19122.504193997134,5,False
GUT930,Caribbean,24,14.0,583.5932569073304,5,False
GUT930,Caribbean,35,2.0,83.37046527247577,5,False
GUT930,Caribbean,37,53.0,2209.317329720608,5,False
GUT930,Caribbean,44,84.0,3501.559541443982,5,False
GUT930,Caribbean,93,45.0,1875.8354686307048,5,False
GUT930,Caribbean,116,75.0,3126.392447717841,5,False
GUT930,Caribbean,134,37.0,1542.3536075408017,5,False
GUT930,Caribbean,135,80.0,3334.818610899031,5,False
GUT930,Caribbean,172,68.0,2834.595819264176,5,False
GUT930,Caribbean,216,4.0,166.74093054495154,5,False
GUT930,Caribbean,235,64.0,2667.8548887192246,5,False
GUT930,Caribbean,249,54.0,2251.002562356846,5,False
GUT930,Caribbean,251,28.0,1167.1865138146609,5,False
GUT930,Caribbean,258,14.0,583.5932569073304,5,False
GUT930,Caribbean,273,43.0,1792.465003358229,5,False
GUT930,Caribbean,276,91.0,3793.3561698976473,5,False
GUT930,Caribbean,278,39.0,1625.7240728132774,5,False
GUT930,Caribbean,282,40.0,1667.4093054495154,5,False
GUT930,Caribbean,295,8.0,333.4818610899031,5,False
GUT930,Caribbean,305,4.0,166.74093054495154,5,False
GUT930,Caribbean,306,12.0,500.2227916348546,5,False
GUT930,Caribbean,359,1.0,41.685232636237885,5,False
GUT930,Caribbean,365,5126.0,213678.5024933554,5,False
GUT930,Caribbean,564,47.0,1959.2059339031805,5,False
GUT930,Caribbean,565,83.0,3459.8743088077445,5,False
GUT930,Caribbean,567,59.0,2459.428725538035,5,False
GUT930,Caribbean,572,57.0,2376.0582602655595,5,False
GUT930,Caribbean,625,4.0,166.74093054495154,5,False
GUT930,Caribbean,642,71.0,2959.6515171728897,5,False
GUT930,Caribbean,646,8.0,333.4818610899031,5,False
GUT930,Caribbean,647,5.0,208.42616318118942,5,False
GUT930,Caribbean,652,4.0,166.74093054495154,5,False
GUT930,Caribbean,666,5.0,208.42616318118942,5,False
GUT930,Caribbean,671,7.0,291.7966284536652,5,False
GUT930,Caribbean,677,18.0,750.3341874522819,5,False
GUT930,Caribbean,691,5.0,208.42616318118942,5,False
GUT930,Caribbean,703,80.0,3334.818610899031,5,False
GUT930,Caribbean,715,2.0,83.37046527247577,5,False
GUT930,Caribbean,724,2.0,83.37046527247577,5,False
GUT930,Caribbean,728,64.0,2667.8548887192246,5,False
GUT930,Caribbean,730,12.0,500.2227916348546,5,False
GUT930,Caribbean,771,54.0,2251.002562356846,5,False
GUT930,Caribbean,773,2.0,83.37046527247577,5,False
GUT930,Caribbean,777,23.0,958.7603506334714,5,False
GUT930,Caribbean,778,88.0,3668.300471988934,5,False
GUT930,Caribbean,786,2.0,83.37046527247577,5,False
GUT930,Caribbean,792,36.0,1500.6683749045637,5,False
GUT930,Caribbean,793,73.0,3043.0219824453657,5,False
GUT930,Caribbean,797,46.0,1917.5207012669428,5,False
GUT930,Caribbean,804,94.0,3918.411867806361,5,False
GUT930,Caribbean,810,39.0,1625.7240728132774,5,False
GUT930,Caribbean,818,74.0,3084.7072150816034,5,False
GUT930,Caribbean,821,61.0,2542.799190810511,5,False
GUT930,Caribbean,822,39.0,1625.7240728132774,5,False
GUT930,Caribbean,823,61.0,2542.799190810511,5,False
GUT930,Caribbean,825,47.0,1959.2059339031805,5,False
GUT930,Caribbean,828,68.0,2834.595819264176,5,False
GUT930,Caribbean,835,42.0,1750.779770721991,5,False
GUT930,Caribbean,885,28.0,1167.1865138146609,5,False
GUT930,Caribbean,886,54.0,2251.002562356846,5,False
GUT930,Caribbean,893,35.0,1458.983142268326,5,False
GUT930,Caribbean,897,57.0,2376.0582602655595,5,False
GUT930,Caribbean,905,53.0,2209.317329720608,5,False
GUT930,Caribbean,906,80.0,3334.818610899031,5,False
GUT930,Caribbean,917,80.0,3334.818610899031,5,False
GUT930,Caribbean,924,59.0,2459.428725538035,5,False
GUT930,Caribbean,926,60.0,2501.113958174273,5,False
GUT930,Caribbean,977,81.0,3376.5038435352685,5,False
GUT930,Caribbean,981,14.0,583.5932569073304,5,False
